province,commodity,year,min_price,max_price,avg_price,median_price,count,is_predicted
BALI,Chicken Eggs,2024,25170.0,29970.0,27486.520146520146,27390.0,273,False
BALI,Consumption Sugar,2022,12670.0,14330.0,13676.969696969696,13600.0,330,False
BALI,Consumption Sugar,2023,13440.0,16610.0,14368.657534246575,14000.0,365,False
BALI,Consumption Sugar,2024,16360.0,18030.0,17376.593406593405,17420.0,273,False
BALI,Curly Red Chili,2022,21210.0,72250.0,38833.96341463415,37950.0,328,False
BALI,Curly Red Chili,2023,26820.0,62900.0,36875.46703296703,33095.0,364,False
BALI,Curly Red Chili,2024,17910.0,80130.0,45311.61172161172,41440.0,273,False
BALI,Garlic,2022,18580.0,26540.0,21457.030303030304,20950.0,330,False
BALI,Garlic,2023,21090.0,45340.0,30870.08219178082,31300.0,365,False
BALI,Garlic,2024,32890.0,39970.0,35857.8021978022,35610.0,273,False
BALI,Medium Rice,2022,10000.0,11930.0,10715.727272727272,10550.0,330,False
BALI,Medium Rice,2023,11550.0,13830.0,12527.260273972603,12160.0,365,False
BALI,Medium Rice,2024,13100.0,15430.0,13993.443223443224,13940.0,273,False
BALI,Premium Rice,2022,11000.0,12880.0,11795.636363636364,11710.0,330,False
BALI,Premium Rice,2023,12770.0,15050.0,13758.684931506848,13330.0,365,False
BALI,Premium Rice,2024,14870.0,16990.0,15559.304029304029,15530.0,273,False
BALI,Pure Beef,2022,108970.0,120000.0,113222.60606060606,113080.0,330,False
BALI,Pure Beef,2023,110000.0,120560.0,115970.30136986301,116310.0,365,False
BALI,Pure Beef,2024,112930.0,120080.0,115363.62637362638,115420.0,273,False
BALI,Red Cayenne Pepper,2022,23270.0,88690.0,42997.72727272727,41095.0,330,False
BALI,Red Cayenne Pepper,2023,22370.0,84940.0,47311.31506849315,41000.0,365,False
BALI,Red Cayenne Pepper,2024,24480.0,79390.0,44273.333333333336,37790.0,273,False
BALI,Shallots,2022,19080.0,53400.0,28443.575757575756,28550.0,330,False
BALI,Shallots,2023,14810.0,36150.0,25968.68493150685,27590.0,365,False
BALI,Shallots,2024,20660.0,48560.0,30896.63003663004,28940.0,273,False
BALI,Simple Packaged Cooking Oil,2022,14650.0,24890.0,19527.969696969696,18360.0,330,False
BALI,Simple Packaged Cooking Oil,2023,17070.0,19000.0,17727.64383561644,17750.0,365,False
BALI,Simple Packaged Cooking Oil,2024,16520.0,18420.0,17606.080586080585,17640.0,273,False
BANTEN,Broiler Chicken Meat,2022,33750.0,43000.0,36421.11782477341,36260.0,331,False
BANTEN,Broiler Chicken Meat,2023,33740.0,42210.0,36879.3698630137,36730.0,365,False
BANTEN,Broiler Chicken Meat,2024,33730.0,42250.0,37313.69003690037,37250.0,271,False
BANTEN,Bulk Cooking Oil,2022,11860.0,19070.0,13751.855203619909,13090.0,221,False
BANTEN,Bulk Cooking Oil,2023,13080.0,14970.0,13814.328767123288,13790.0,365,False
BANTEN,Bulk Cooking Oil,2024,13630.0,16000.0,14929.114391143912,14940.0,271,False
BANTEN,Bulk Wheat Flour,2022,8710.0,11240.0,10006.858006042296,10350.0,331,False
BANTEN,Bulk Wheat Flour,2023,9720.0,10810.0,10211.150684931506,10220.0,365,False
BANTEN,Bulk Wheat Flour,2024,9760.0,10800.0,10199.040590405904,10200.0,271,False
BANTEN,Chicken Eggs,2022,19560.0,31130.0,26080.030211480364,26370.0,331,False
BANTEN,Chicken Eggs,2023,24870.0,31840.0,28134.630136986303,27490.0,365,False
BANTEN,Chicken Eggs,2024,25740.0,40000.0,28074.42804428044,27920.0,271,False
BANTEN,Consumption Sugar,2022,12900.0,14180.0,13766.404833836858,13810.0,331,False
BANTEN,Consumption Sugar,2023,13740.0,17080.0,14618.931506849314,14230.0,365,False
BANTEN,Consumption Sugar,2024,16239.999999999998,18660.0,17481.808118081182,17550.0,271,False
BANTEN,Curly Red Chili,2022,24100.0,111340.0,48325.01510574018,42770.0,331,False
BANTEN,Curly Red Chili,2023,29100.0,88720.0,43930.71232876712,39920.0,365,False
BANTEN,Curly Red Chili,2024,26760.0,81610.0,49711.25461254612,45340.0,271,False
BANTEN,Garlic,2022,20650.0,33100.0,25818.036253776434,25550.0,331,False
BANTEN,Garlic,2023,24170.0,39980.0,33139.04109589041,34140.0,365,False
BANTEN,Garlic,2024,34900.0,45000.0,38796.67896678967,38950.0,271,False
BANTEN,Medium Rice,2022,9390.0,11250.0,10050.755287009064,10030.0,331,False
BANTEN,Medium Rice,2023,10510.0,13240.0,11599.589041095891,11240.0,365,False
BANTEN,Medium Rice,2024,11500.0,15080.0,13133.616236162361,12840.0,271,False
BANTEN,Premium Rice,2022,11050.0,12250.0,11328.398791540785,11280.0,331,False
BANTEN,Premium Rice,2023,11660.0,14460.0,13017.342465753425,12770.0,365,False
BANTEN,Premium Rice,2024,13000.0,16740.0,15104.095940959409,14940.0,271,False
BANTEN,Pure Beef,2022,123550.0,167440.0,135654.53172205438,136810.0,331,False
BANTEN,Pure Beef,2023,133140.0,156100.0,137706.90410958903,137340.0,365,False
BANTEN,Pure Beef,2024,130000.0,150290.0,134984.24354243543,134490.0,271,False
BANTEN,Red Cayenne Pepper,2022,31450.0,113710.0,53626.34441087613,51950.0,331,False
BANTEN,Red Cayenne Pepper,2023,31240.0,96590.0,54476.849315068495,44670.0,365,False
BANTEN,Red Cayenne Pepper,2024,33180.0,86310.0,51828.37638376384,48360.0,271,False
BANTEN,Shallots,2022,24660.0,68970.0,34528.51963746224,32930.0,331,False
BANTEN,Shallots,2023,21460.0,46620.0,33112.87671232877,33940.0,365,False
BANTEN,Shallots,2024,23890.0,62210.0,34588.782287822876,30510.0,271,False
BANTEN,Simple Packaged Cooking Oil,2022,14700.0,23790.0,18066.91842900302,16550.0,331,False
BANTEN,Simple Packaged Cooking Oil,2023,14430.0,17590.0,15333.287671232876,15240.0,365,False
BANTEN,Simple Packaged Cooking Oil,2024,14810.0,18000.0,16421.40221402214,16700.0,271,False
BENGKULU,Broiler Chicken Meat,2022,29030.0,47750.0,36012.11480362538,34690.0,331,False
BENGKULU,Broiler Chicken Meat,2023,27720.0,41700.0,33823.104395604394,32370.0,364,False
BENGKULU,Broiler Chicken Meat,2024,29090.0,44780.0,35985.73529411765,35355.0,272,False
BENGKULU,Bulk Cooking Oil,2022,13800.0,23000.0,15597.285067873303,14120.0,221,False
BENGKULU,Bulk Cooking Oil,2023,13800.0,16340.0,14825.934065934065,14740.0,364,False
BENGKULU,Bulk Cooking Oil,2024,14110.0,16460.0,15606.236162361623,15700.0,271,False
BENGKULU,Bulk Wheat Flour,2022,8119.999999999999,11410.0,9996.132930513595,10070.0,331,False
BENGKULU,Bulk Wheat Flour,2023,11030.0,11920.0,11385.192307692309,11430.0,364,False
BENGKULU,Bulk Wheat Flour,2024,10570.0,12000.0,10885.441176470587,10875.0,272,False
BENGKULU,Chicken Eggs,2022,19520.0,28140.0,24378.5498489426,24950.0,331,False
BENGKULU,Chicken Eggs,2023,24310.0,27970.0,26637.994505494506,26925.0,364,False
BENGKULU,Chicken Eggs,2024,25370.0,28100.0,26745.808823529413,26885.0,272,False
BENGKULU,Consumption Sugar,2022,13090.0,14660.0,14123.32326283988,14130.0,331,False
BENGKULU,Consumption Sugar,2023,13920.0,17240.0,14825.274725274725,14540.0,364,False
BENGKULU,Consumption Sugar,2024,17130.0,18660.0,17632.316176470587,17650.0,272,False
BENGKULU,Curly Red Chili,2022,22920.0,94080.0,44583.776435045314,36050.0,331,False
BENGKULU,Curly Red Chili,2023,19390.0,84830.0,38470.32967032967,35360.0,364,False
BENGKULU,Curly Red Chili,2024,26580.0,87410.0,49874.044117647056,45990.0,272,False
BENGKULU,Garlic,2022,22910.0,37420.0,26432.779456193355,25320.0,331,False
BENGKULU,Garlic,2023,24600.0,39170.0,33255.43956043956,34580.0,364,False
BENGKULU,Garlic,2024,35920.0,47500.0,39903.30882352941,39260.0,272,False
BENGKULU,Medium Rice,2022,9880.0,11220.0,10390.634441087614,10280.0,331,False
BENGKULU,Medium Rice,2023,11120.0,13680.0,11945.192307692309,11430.0,364,False
BENGKULU,Medium Rice,2024,12600.0,14290.0,13662.389705882353,13595.0,272,False
BENGKULU,Premium Rice,2022,11080.0,12910.0,11756.012084592145,11590.0,331,False
BENGKULU,Premium Rice,2023,12560.0,15180.0,13548.681318681318,12940.0,364,False
BENGKULU,Premium Rice,2024,14550.0,16230.0,15455.514705882353,15435.0,272,False
BENGKULU,Pure Beef,2022,122500.0,152560.0,131101.08761329306,132070.0,331,False
BENGKULU,Pure Beef,2023,128310.0,150780.0,133727.28021978022,133285.0,364,False
BENGKULU,Pure Beef,2024,130000.0,150700.0,136306.45756457566,136310.0,271,False
BENGKULU,Red Cayenne Pepper,2022,34450.0,100890.0,51318.12688821752,47190.0,331,False
BENGKULU,Red Cayenne Pepper,2023,25990.0,87140.0,46346.81318681319,40805.0,364,False
BENGKULU,Red Cayenne Pepper,2024,36420.0,85440.0,58020.294117647056,56125.0,272,False
BENGKULU,Shallots,2022,26160.0,57860.0,35853.65558912387,34110.0,331,False
BENGKULU,Shallots,2023,19520.0,39800.0,31947.774725274725,34195.0,364,False
BENGKULU,Shallots,2024,23330.0,61590.0,37377.867647058825,35675.0,272,False
BENGKULU,Simple Packaged Cooking Oil,2022,14230.0,24600.0,17829.607250755285,15610.0,331,False
BENGKULU,Simple Packaged Cooking Oil,2023,15480.0,18490.0,16157.637362637362,16030.000000000002,364,False
BENGKULU,Simple Packaged Cooking Oil,2024,15700.0,18000.0,16783.125,16905.0,272,False
DKI JAKARTA,Broiler Chicken Meat,2022,30160.0,44760.0,35517.416918429,35625.0,662,False
DKI JAKARTA,Broiler Chicken Meat,2023,29380.0,43690.0,36394.609053497945,36790.0,729,False
DKI JAKARTA,Broiler Chicken Meat,2024,30980.0,43110.0,36417.279411764706,36960.0,544,False
DKI JAKARTA,Bulk Cooking Oil,2022,12140.0,21900.0,14795.48752834467,14480.0,441,False
DKI JAKARTA,Bulk Cooking Oil,2023,12570.0,16560.0,14618.600823045268,14950.0,729,False
DKI JAKARTA,Bulk Cooking Oil,2024,13710.0,17120.0,15728.033088235294,15740.0,544,False
DKI JAKARTA,Bulk Wheat Flour,2022,8150.0,11140.0,9915.302114803626,10190.0,662,False
DKI JAKARTA,Bulk Wheat Flour,2023,9570.0,11610.0,10279.176954732511,10170.0,729,False
DKI JAKARTA,Bulk Wheat Flour,2024,8570.0,10680.0,9707.757352941177,9980.0,544,False
DKI JAKARTA,Chicken Eggs,2022,19200.0,32200.000000000004,26512.522658610273,26925.0,662,False
DKI JAKARTA,Chicken Eggs,2023,24480.0,32160.0,28022.825788751714,27630.0,729,False
DKI JAKARTA,Chicken Eggs,2024,24640.0,33400.0,28111.470588235294,27925.0,544,False
DKI JAKARTA,Consumption Sugar,2022,12590.0,15490.0,14063.187311178248,14230.0,662,False
DKI JAKARTA,Consumption Sugar,2023,13250.0,17350.0,14600.946502057614,14400.0,729,False
DKI JAKARTA,Consumption Sugar,2024,16040.0,20000.0,17435.459558823528,17095.0,544,False
DKI JAKARTA,Curly Red Chili,2022,20480.0,104600.0,47234.7583081571,44285.0,662,False
DKI JAKARTA,Curly Red Chili,2023,19330.0,98190.0,43137.05075445816,39880.0,729,False
DKI JAKARTA,Curly Red Chili,2024,16379.999999999998,93090.0,49400.992647058825,47820.0,544,False
DKI JAKARTA,Garlic,2022,18480.0,35240.0,27262.190332326285,29090.0,662,False
DKI JAKARTA,Garlic,2023,20190.0,43370.0,33877.379972565155,33990.0,729,False
DKI JAKARTA,Garlic,2024,30000.0,49400.0,39122.35294117647,38950.0,544,False
DKI JAKARTA,Medium Rice,2022,9330.0,11490.0,10161.117824773413,10230.0,662,False
DKI JAKARTA,Medium Rice,2023,10480.0,13100.0,11672.222222222223,11530.0,729,False
DKI JAKARTA,Medium Rice,2024,12450.0,15040.0,13633.676470588236,13660.0,544,False
DKI JAKARTA,Premium Rice,2022,10730.0,12960.0,11838.957703927492,12040.0,662,False
DKI JAKARTA,Premium Rice,2023,12180.0,14900.0,13175.322359396434,12730.0,729,False
DKI JAKARTA,Premium Rice,2024,14000.0,17790.0,15462.683823529413,15620.0,544,False
DKI JAKARTA,Pure Beef,2022,122420.0,170000.0,135302.19033232628,135950.0,662,False
DKI JAKARTA,Pure Beef,2023,129390.0,157850.0,137685.80246913582,136940.0,729,False
DKI JAKARTA,Pure Beef,2024,130000.0,153820.0,136888.89705882352,136580.0,544,False
DKI JAKARTA,Red Cayenne Pepper,2022,20000.0,112890.0,51645.99697885197,50380.0,662,False
DKI JAKARTA,Red Cayenne Pepper,2023,20480.0,110590.0,53151.289437585736,47990.0,729,False
DKI JAKARTA,Red Cayenne Pepper,2024,23610.0,94910.0,51172.77573529412,47880.0,544,False
DKI JAKARTA,Shallots,2022,22330.0,71510.0,36584.12386706949,36505.0,662,False
DKI JAKARTA,Shallots,2023,16200.0,51530.0,34564.224965706446,35690.0,729,False
DKI JAKARTA,Shallots,2024,18650.0,74630.0,37610.330882352944,36980.0,544,False
DKI JAKARTA,Simple Packaged Cooking Oil,2022,15290.0,26460.0,19136.389728096678,18740.0,662,False
DKI JAKARTA,Simple Packaged Cooking Oil,2023,14240.0,18470.0,16605.8573388203,17120.0,729,False
DKI JAKARTA,Simple Packaged Cooking Oil,2024,14700.0,18440.0,16757.444852941175,16680.0,544,False
GORONTALO,Broiler Chicken Meat,2022,23000.0,39370.0,31059.939393939392,31380.0,330,False
GORONTALO,Broiler Chicken Meat,2023,26110.0,36410.0,30624.821917808218,30620.0,365,False
GORONTALO,Broiler Chicken Meat,2024,31180.0,37480.0,33954.96350364963,33715.0,274,False
GORONTALO,Bulk Cooking Oil,2022,12890.0,26750.0,14156.56976744186,13620.0,172,False
GORONTALO,Bulk Cooking Oil,2023,13790.0,18700.0,15663.780821917808,15240.0,365,False
GORONTALO,Bulk Cooking Oil,2024,13790.0,20020.0,16887.445255474453,16990.0,274,False
GORONTALO,Bulk Wheat Flour,2022,7500.0,11540.0,10010.878787878788,10280.0,330,False
GORONTALO,Bulk Wheat Flour,2023,10450.0,12540.0,11388.027397260274,11510.0,365,False
GORONTALO,Bulk Wheat Flour,2024,9990.0,11300.0,10287.846715328467,10270.0,274,False
GORONTALO,Chicken Eggs,2022,24530.0,34540.0,28695.515151515152,28545.0,330,False
GORONTALO,Chicken Eggs,2023,27030.0,34010.0,31199.890410958906,31410.0,365,False
GORONTALO,Chicken Eggs,2024,30480.0,38860.0,33449.051094890514,32380.000000000004,274,False
GORONTALO,Consumption Sugar,2022,13440.0,15480.0,14755.060606060606,14810.0,330,False
GORONTALO,Consumption Sugar,2023,14580.0,18540.0,15522.767123287671,15050.0,365,False
GORONTALO,Consumption Sugar,2024,17890.0,20830.0,18722.080291970804,18520.0,274,False
GORONTALO,Curly Red Chili,2022,19670.0,65580.0,37667.030303030304,39255.0,330,False
GORONTALO,Curly Red Chili,2023,19790.0,84660.0,42435.91780821918,38490.0,365,False
GORONTALO,Curly Red Chili,2024,20730.0,70000.0,39427.189781021894,40015.0,274,False
GORONTALO,Garlic,2022,29670.0,35820.0,32145.303030303032,31760.0,330,False
GORONTALO,Garlic,2023,32050.0,48980.0,40052.27397260274,39980.0,365,False
GORONTALO,Garlic,2024,37230.0,56380.0,45534.598540145984,44850.0,274,False
GORONTALO,Medium Rice,2022,10010.0,11180.0,10370.181818181818,10300.0,330,False
GORONTALO,Medium Rice,2023,10980.0,13500.0,12360.684931506848,12440.0,365,False
GORONTALO,Medium Rice,2024,12740.0,16390.0,13974.85401459854,13460.0,274,False
GORONTALO,Premium Rice,2022,10920.0,12390.0,11378.242424242424,11260.0,330,False
GORONTALO,Premium Rice,2023,12010.0,14870.0,13414.712328767124,13420.0,365,False
GORONTALO,Premium Rice,2024,14070.0,18010.0,15595.29197080292,15335.0,274,False
GORONTALO,Pure Beef,2022,123980.0,141840.0,134382.39393939395,137600.0,330,False
GORONTALO,Pure Beef,2023,132030.0,138730.0,134524.79452054793,134060.0,365,False
GORONTALO,Pure Beef,2024,128470.0,135740.0,132270.0,132430.0,274,False
GORONTALO,Red Cayenne Pepper,2022,27680.0,92250.0,50697.30303030303,51835.0,330,False
GORONTALO,Red Cayenne Pepper,2023,20660.0,141080.0,52764.49315068493,41740.0,365,False
GORONTALO,Red Cayenne Pepper,2024,21290.0,108730.0,55168.46715328467,58740.0,274,False
GORONTALO,Shallots,2022,30020.0,78300.0,40875.666666666664,38870.0,330,False
GORONTALO,Shallots,2023,21250.0,48020.0,34695.45205479452,35700.0,365,False
GORONTALO,Shallots,2024,23600.0,64040.00000000001,39391.05839416059,38125.0,274,False
GORONTALO,Simple Packaged Cooking Oil,2022,15160.0,30000.0,17781.48409893993,15980.0,283,False
GORONTALO,Simple Packaged Cooking Oil,2023,15660.0,18730.0,17381.013698630137,17510.0,365,False
GORONTALO,Simple Packaged Cooking Oil,2024,17250.0,20650.0,19306.167883211678,19500.0,274,False
JAMBI,Broiler Chicken Meat,2022,28570.0,45090.0,33724.561933534744,32320.0,331,False
JAMBI,Broiler Chicken Meat,2023,27820.0,39730.0,32138.84931506849,31330.0,365,False
JAMBI,Broiler Chicken Meat,2024,28730.0,41490.0,34212.444444444445,34125.0,270,False
JAMBI,Bulk Cooking Oil,2022,12830.0,18070.0,14219.547511312217,13380.0,221,False
JAMBI,Bulk Cooking Oil,2023,13440.0,14600.0,14056.90410958904,14160.0,365,False
JAMBI,Bulk Cooking Oil,2024,13610.0,15580.0,14603.555555555555,14675.0,270,False
JAMBI,Bulk Wheat Flour,2022,7940.0,10980.0,9506.948640483384,9490.0,331,False
JAMBI,Bulk Wheat Flour,2023,10610.0,11170.0,10919.04109589041,10980.0,365,False
JAMBI,Bulk Wheat Flour,2024,10000.0,10630.0,10307.518518518518,10310.0,270,False
JAMBI,Chicken Eggs,2022,22830.0,28990.0,26018.21752265861,26400.0,331,False
JAMBI,Chicken Eggs,2023,26450.0,30000.0,28271.50684931507,28230.0,365,False
JAMBI,Chicken Eggs,2024,26880.0,30050.0,27922.74074074074,27840.0,270,False
JAMBI,Consumption Sugar,2022,12950.0,14590.0,13979.87915407855,14080.0,331,False
JAMBI,Consumption Sugar,2023,13950.0,17040.0,14692.301369863013,14270.0,365,False
JAMBI,Consumption Sugar,2024,16770.0,18030.0,17395.296296296296,17450.0,270,False
JAMBI,Curly Red Chili,2022,22980.0,94260.0,42129.15407854985,34850.0,331,False
JAMBI,Curly Red Chili,2023,17830.0,73300.0,36250.602739726026,34360.0,365,False
JAMBI,Curly Red Chili,2024,22270.0,80920.0,44744.96296296296,41660.0,270,False
JAMBI,Garlic,2022,20930.0,28640.0,24374.25981873112,23820.0,331,False
JAMBI,Garlic,2023,23710.0,38800.0,32135.342465753423,33390.0,365,False
JAMBI,Garlic,2024,35120.0,40190.0,37424.88888888889,37085.0,270,False
JAMBI,Medium Rice,2022,9990.0,11040.0,10422.084592145015,10250.0,331,False
JAMBI,Medium Rice,2023,10550.0,12500.0,11269.09589041096,10820.0,365,False
JAMBI,Medium Rice,2024,11840.0,13290.0,12805.333333333334,12940.0,270,False
JAMBI,Premium Rice,2022,11790.0,13300.0,12319.003021148037,12120.0,331,False
JAMBI,Premium Rice,2023,13000.0,15480.0,13863.287671232876,13320.0,365,False
JAMBI,Premium Rice,2024,14550.0,15870.0,15000.481481481482,14910.0,270,False
JAMBI,Pure Beef,2022,124900.0,155720.0,136030.06042296073,138060.0,331,False
JAMBI,Pure Beef,2023,136350.0,154340.0,137786.13698630137,137120.0,365,False
JAMBI,Pure Beef,2024,134890.0,153540.0,137649.85185185185,137090.0,270,False
JAMBI,Red Cayenne Pepper,2022,35710.0,99380.0,53550.09063444109,51000.0,331,False
JAMBI,Red Cayenne Pepper,2023,31510.0,86980.0,48378.931506849316,42650.0,365,False
JAMBI,Red Cayenne Pepper,2024,38400.0,81950.0,53651.51851851852,49690.0,270,False
JAMBI,Shallots,2022,22510.0,48820.0,30219.728096676736,28660.0,331,False
JAMBI,Shallots,2023,17180.0,32950.0,26125.12328767123,27160.0,365,False
JAMBI,Shallots,2024,19890.0,46780.0,31193.14814814815,29605.0,270,False
JAMBI,Simple Packaged Cooking Oil,2022,14960.0,23240.0,17934.803625377644,16920.0,331,False
JAMBI,Simple Packaged Cooking Oil,2023,15040.0,16340.0,15810.027397260274,15850.0,365,False
JAMBI,Simple Packaged Cooking Oil,2024,14380.0,16650.0,15808.111111111111,15860.0,270,False
JAWA BARAT,Broiler Chicken Meat,2022,32440.0,43820.0,35818.09667673716,35480.0,331,False
JAWA BARAT,Broiler Chicken Meat,2023,32840.0,43240.0,36130.02739726027,35610.0,365,False
JAWA BARAT,Broiler Chicken Meat,2024,33490.0,44370.0,36778.08118081181,36740.0,271,False
JAWA BARAT,Bulk Cooking Oil,2022,13530.0,19870.0,15324.75113122172,14250.0,221,False
JAWA BARAT,Bulk Cooking Oil,2023,14520.0,16050.0,15123.479452054795,15050.0,365,False
JAWA BARAT,Bulk Cooking Oil,2024,14890.0,16910.0,16097.89667896679,16210.0,271,False
JAWA BARAT,Bulk Wheat Flour,2022,7960.0,10350.0,9313.262839879155,9480.0,331,False
JAWA BARAT,Bulk Wheat Flour,2023,10070.0,11040.0,10579.589041095891,10600.0,365,False
JAWA BARAT,Bulk Wheat Flour,2024,9950.0,10530.0,10190.40590405904,10180.0,271,False
JAWA BARAT,Chicken Eggs,2022,20430.0,31390.0,26594.712990936558,26910.0,331,False
JAWA BARAT,Chicken Eggs,2023,25540.0,32070.0,28667.780821917808,28090.0,365,False
JAWA BARAT,Chicken Eggs,2024,25740.0,32250.0,28271.21771217712,28030.0,271,False
JAWA BARAT,Consumption Sugar,2022,13110.0,14660.0,14212.779456193353,14250.0,331,False
JAWA BARAT,Consumption Sugar,2023,14100.0,17100.0,14817.506849315068,14460.0,365,False
JAWA BARAT,Consumption Sugar,2024,16200.0,18180.0,17486.826568265682,17690.0,271,False
JAWA BARAT,Curly Red Chili,2022,27760.0,90350.0,46634.32024169184,42840.0,331,False
JAWA BARAT,Curly Red Chili,2023,30350.0,82990.0,44017.58904109589,40260.0,365,False
JAWA BARAT,Curly Red Chili,2024,28730.0,80830.0,50006.49446494465,44840.0,271,False
JAWA BARAT,Garlic,2022,23860.0,31440.0,26636.978851963748,25880.0,331,False
JAWA BARAT,Garlic,2023,24610.0,38850.0,33772.49315068493,34950.0,365,False
JAWA BARAT,Garlic,2024,35630.0,42510.0,38976.27306273063,39040.0,271,False
JAWA BARAT,Medium Rice,2022,9950.0,10690.0,10206.978851963746,10190.0,331,False
JAWA BARAT,Medium Rice,2023,10660.0,12990.0,11629.452054794521,11180.0,365,False
JAWA BARAT,Medium Rice,2024,12320.0,15180.0,13239.446494464944,12890.0,271,False
JAWA BARAT,Premium Rice,2022,11470.0,12110.0,11670.785498489426,11620.0,331,False
JAWA BARAT,Premium Rice,2023,12060.0,14200.0,13045.09589041096,12630.0,365,False
JAWA BARAT,Premium Rice,2024,14040.0,16670.0,15097.30627306273,14840.0,271,False
JAWA BARAT,Pure Beef,2022,122180.0,153180.0,132013.32326283987,133260.0,331,False
JAWA BARAT,Pure Beef,2023,131730.0,154740.0,134143.20547945207,133580.0,365,False
JAWA BARAT,Pure Beef,2024,129130.0,153880.0,134179.07749077491,133390.0,271,False
